"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liechtenstein","LIE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","88559570.0891836","103097268.922809","122808074.989527","163096720.171891","190670716.970999","242179483.206136","267840014.402304","298312918.660287","429456152.12528","494586936.909845","525569851.405383","502920171.06201","513173668.915924","515084226.573293","494033238.285739","520042977.493793","766054533.325921","1034862057.40343","1141916216.77031","1100872608.35014","1397189317.59286","1458804463.04045","1603338998.71995","1644529845.69572","1914846676.90283","2386986215.64482","2461267394.82201","2259156273.68566","2437370671.8168","2575822127.54627","2434805779.25154","2241052382.08106","2372898755.29321","2627236949.58046","2858142340.16888","3126084163.18664","3506859148.1895","4120459846.71776","4569661157.78783","3869313482.21671","4285933454.78953","4532319819.81982","3807827663.4318","5110583665.98339","5373935821.87295","5162406483.79052","5985894053.17637","6748654412.51143","7054504550.56754","","",
"Sri Lanka","LKA","GNI (current US$)","NY.GNP.MKTP.CD","1406432689.07563","1407026659.66387","1438767407.40741","1223818201.68067","1306652050.42017","1683403361.34454","1750630252.10084","1855555555.55556","1771260504.20168","1953613445.37815","2142184873.94958","2158178752.10793","2352093802.34506","2622500000","3230375939.84962","3369329529.24394","3056361474.4352","3523788049.60541","2501281229.98078","3358445728.96596","4067150635.20871","4391688311.68831","4817779913.50312","5141478963.02592","5870951257.86164","5953387334.31517","6378443968.59386","6653634510.86957","6961175730.90223","6936477115.11789","7973539690.4643","8925839980.66232","9680880675.33653","10339859271.5232","11645649534.6014","12859512195.122","13701791206.803","14917511442.6174","15545384018.6191","15373003963.7599","16016130112.9723","15467999433.7511","16285197574.7439","18710453791.9602","20457644035.9719","24106796019.9005","27890802429.6921","31997212158.0283","39744290332.2878","41580810963.1754","56108610571.8417","64641180045.801","67220575627.2952","72566139041.9078","77548357251.2325","78581801881.2442","80205348611.8104","85107305314.5959","85556449334.7226","81557779050.6193","78522599256.8069",
"Lower middle income","LMC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","128574364244.008","116254135327.103","124050219358.161","133641381339.464","148662391178.206","164917345650.691","174325471362.755","192959018542.843","237114260767.007","317372146204.478","352761143056.446","391782432353.068","449856615130.917","496698145501.773","572901203720.638","691628756196.931","838358140544.365","862040882617.574","851692906956.254","839140692831.124","892378372349.382","937804118551.771","905677859649.016","923921472526.837","933725257272.97","1003465540524.39","941868984958.635","1001807300750.64","1009751825327.08","1093807790559.89","1243005010430.19","1384693785599.56","1419967663191.81","1307795572006.34","1410591081206.73","1474587286241.24","1517366364032.94","1625167386872.9","1862146930887.88","2155078127963.11","2499576438418.25","2981414956195.23","3674410545404.77","4154135497610.17","4217162746737.59","5129771983550.19","5835311932627.06","6121140703765.73","6227761281660.84","6486170195226.25","6376992333682.27","6643355974693.76","7162447893593.36","7252407239300.41","7644337454827.55","7245706522027.56",
"Low & middle income","LMY","GNI (current US$)","NY.GNP.MKTP.CD","338023738077.778","331595006622.218","334406589942.07","352545232335.903","412508902720.943","457070997718.457","461816761593.466","472539473447.968","498290165670.464","558145227913.67","611771964673.819","661785259505.861","744597165480.156","942918174886.828","1193454474748.86","1319985247209.87","1418461687979.04","1590452928778.14","1717899585053.86","2031027578222.13","2364138941875.84","2662674026421.08","2614851764912.97","2534927675398.27","2576261956828.11","2722017337866.76","2806399914780.12","2881317097271.98","3091110054751.06","3258155583569.21","3673464996678.75","3733087281280.11","3701887621019.18","3955740927974.64","4302180004096.1","4822117952024.27","5262337984902.56","5564639310376.05","5390067676977.69","5264538788444.7","5761291087877.77","5824815712327.27","5995877798019.73","6752032247361.24","8015299687594.27","9518901422883.11","11363933042329.4","14112012333338.4","16917896597138.6","16488969021552.5","19958738050380.9","23651437172036.4","25262341445226.9","26760538614484.5","27806192000876.6","26418831828302.7","26560616692788.5","29222912989177.3","30892288476276.3","31743543250357.7","30489749036955.5",
"Lesotho","LSO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","71818563.6287274","74100517.9896402","77824443.5111298","83466330.6733865","88478230.4353913","98154362.4161074","107844412.644725","163976945.244957","239293598.233996","250896146.044625","286223551.057958","358900643.974241","444342226.310948","503800475.059382","694786851.566513","724558404.558405","695034905.139068","769317296.472489","665548430.827628","501633283.977206","587684113.785558","738946611.001965","810086430.613591","815061120.219621","957269702.005952","1079640060.84091","1211778681.62693","1167632708.02093","1207496873.9439","1339138788.56387","1266690740.35308","1321655186.63194","1192068339.27247","1195118454.86537","1130529943.22603","1194386614.16408","1123290825.08752","1654878422.14496","2072881339.40182","2183409541.93072","2243386088.75434","2344565248.24708","2392563138.52709","2293067857.01642","2872100453.56431","3089102108.84447","2892666061.86069","2718881440.94847","2719621955.82666","2639110142.7239","2400945714.77138","2620773521.02102","2864843190.59385","2690392209.51801","2098178810.17108",
"Late-demographic dividend","LTE","GNI (current US$)","NY.GNP.MKTP.CD","190969957312.482","173453113300.233","172932161944.832","184279860282.837","213074976024.334","241632876132.708","261522391883.812","264313792249.608","270220242369.379","302511567149.49","344662585455.707","383079768034.254","439347033098.544","556908061343.585","656294264927.805","724022001854.684","781227973725.156","901338102025.832","940135827565.022","1116192234369.18","1248500791727.71","1316602711262.3","1342270859451.25","1240462915423.9","1309906848288.48","1408015083085.01","1502206860516.17","1561642162370.52","1757118065837.52","1924772394175.15","2004435829259.7","2217985160066.91","2058808760940.52","2137636688420.5","2434468397157.25","2990013724377.17","3283623988371.05","3425807063913.55","3272381858912.75","3005400884767.11","3311686593888.76","3415644328713.42","3612589967985.66","4115479267818","4961119989727.86","5984960296191.85","7251464537150.08","9165062052010.12","11421331018439.7","11000860705276.3","13163659982361.9","16031970575629.1","17223313646527.5","18563125468475.3","19385418579173.6","18151792212392.7","18206417578083.4","20238292470630.3","22095383345087.4","22554627877957.4","22109779730245.6",
"Lithuania","LTU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7853767866.19361","8295451877.42771","9926974536.03798","10988111350.8848","10710222701.7695","11317713422.5291","12072044022.4428","14108872921.9498","18315975183.3051","22139972677.5956","25713164572.708","29632497176.5592","38192397372.7422","46287809161.4225","38233051153.7392","36887284560.476","42261715400.6605","41584616578.1745","45495776757.2547","47960568992.3636","39924629523.4205","41485060525.2801","45918265065.1492","52030559630.1492","52738342284.6823","54241751017.899",
"Luxembourg","LUX","GNI (current US$)","NY.GNP.MKTP.CD","492035662.522561","493161048.91954","520303076.217469","555508642.918832","632541612.876169","646031223.833928","677056363.460924","682465653.616809","747418082.099624","866872413.547598","1105443323.92094","1156844407.75898","1468856200.16497","1999224798.17843","2474450082.85004","2601849292.53044","2927724137.93103","3303242543.61283","4113826053.54169","4810191249.31205","5340377983.17009","4659444806.60582","4650007946.31821","4685352268.24458","4540806339.01145","4718525035.66818","6721945999.63879","8460807131.28039","9394335710.36753","9910167895.16789","12814944471.2699","13976314235.0856","15595529485.5709","15702109375","16814095731.8544","20424828954.5703","20438323127.0358","19010608930.9878","18992772838.4085","20308011932.6657","18841257600.8845","19140098434.0045","19967435535.479","24101895033.86","31761046684.8771","34489643079.219","34524832517.8773","44049690665.2067","46129698256.9211","34793610725.2014","38380496318.3042","41430433503.4341","39410448633.1622","41234842180.1459","43911039297.8563","37619323317.384","38640202045.2441","41281165720.2815","45156061646.4829","45471075813.8825","46920813057.0425",
"Latvia","LVA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5827936394.75185","6007293261.8683","6570141543.67288","7205977600.38127","7453824165.26543","7939406720.7416","8376683456.45847","9561489313.32424","11692191612.3478","14104067906.8557","16783490976.9757","20978190368.6983","30082501709.7524","35301362373.9219","28156845982.7634","24110184369.8507","28345350781.4077","28127391719.8602","30368792615.5274","31367845104.6962","27109891921.337","28007742417.4941","30307393689.2826","33835616314.7077","33621087275.5058","33151765695.5784",
"Macao SAR, China","MAC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1149844196.72974","1147492819.0563","1325550501.53073","1368971683.25249","1556366270.65342","2001094509.2262","2327882894.31137","2746049378.25962","3263340294.22765","3788827892.50778","4957089422.1241","5672099427.68211","6295496375.76473","6944602525.16378","6940839199.63848","7008425839.78032","6504950368.47646","6133923097.13585","6197684994.82924","6811252878.57098","7290026638.78308","8039133795.44208","10026376804.3679","11314276441.4375","13247206738.8207","18055911596.7098","18426241568.0602","19261738662.1244","24909599860.0385","31539472699.6084","36351719045.2947","42782308838.0709","46126779431.8338","40248102692.5485","40652499656.0393","44914029404.4356","48936017342.8306","48827470416.9506","",
"St. Martin (French part)","MAF","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI (current US$)","NY.GNP.MKTP.CD","2056911767.6119","2041498251.16095","2393439383.46013","2688864756.44699","2839838434.93726","2919276751.30916","2835490781.54333","3010374468.926","3224385179.33011","3608536705.8591","3944835945.06472","4328390158.41584","5037326530.16867","6186623706.44525","7631661700.76434","8929566563.84948","9497330753.73928","10936369906.513","13034088343.2933","15622086199.3793","21280004470.8632","17210379096.3401","17066792827.4946","15692953074.684","14365668282.1633","14347548504.4221","18985087518.1231","21186724100.3924","24784028833.8551","25404130569.4965","29318875495.9174","31295022190.0627","32789119126.2591","30612485009.1408","34592148679.7783","37800505819.6721","42112593409.7454","38172814275.2178","41009198221.6484","40872937344.4576","38093597383.7757","38726668265.0624","41585350784.8653","51372062165.7754","59054249616.599","62069051539.7631","68261901950.9755","78758712449.4953","92310878288.5824","91615593699.9665","91932709214.4656","99660564407.471","96282277131.3337","105369103563.143","107502587345.205","99244697520.5596","101325516186.592","107532707387.536","115794632488.467","117366149878.862","111167208438.632",
"Monaco","MCO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754299565.21739","1992937445.88745","1727901675.97765","1204642063.05467","1352310309.3281","1591983554.57456","1827506004.56789","2211747378.53772","2953679177.17771","3392191815.61319","3809726984.03028","4811380653.87689","6649108545.03464","5745805519.55066","7480557687.17712","8991801935.49486","9519308758.69016","10391091746.9095","10332736783.6074","8194654334.83009","8517450541.56336","10220973025.569","12007203194.6486","12594010844.8885","12386780905.2635",
"Madagascar","MDG","GNI (current US$)","NY.GNP.MKTP.CD","650793392.581531","676064335.181967","714566101.37671","734222182.101413","776139175.168645","806012048.873265","900264585.713702","956435312.770281","1031668828.18788","1051392480.65418","1108857699.11469","1192886702.12641","1339441922.8558","1648118544.41189","1903186533.23847","2270256405.8484","2169578043.6383","2357656134.64092","2668890091.46444","3451167326.19623","5157942663.43568","4671006400.30721","4689709723.72034","4568324597.11229","3759912517.71614","3673726255.28725","4192899227.7976","3038202028.5557","3010174177.69542","2986320070.99295","3770426972.37285","3093518521.97934","3567898913.41931","3912357001.90591","3366890154.51845","3671361379.55189","4769113376.75098","4133133264.13123","4280498726.10874","4172718601.00019","4531580026.97015","5338012391.75447","5254956180.41158","6265748301.51986","4993998602.08733","5736869847.10831","6248699463.43225","8448232332.57556","10640282203.723","9502808702.48928","9833984439.62774","11396920373.3611","11260410204.8564","12056235131.4337","12227495202.0068","10949102782.8011","11431773568.4483","12816628748.5358","13390285874.726","13596240332.1827","13302769992.5028",
"Maldives","MDV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","114042253.521127","120195804.195804","118687635.574837","158246013.667426","171933738.938053","193885130.890052","212959024.390244","248856764.427625","276839142.335766","313499050.905953","379025480.033985","428503653.35599","480780305.862362","511936219.201359","558212710.280374","594339124.893798","845779436.27451","874367273.4375","1016714804.6875","1192946750","1132462437.5","1534500390.625","1587767023.4375","1989697750","2089951648.4375","2276923140.625","2479997157.92357","2614022206.6021","2931312227.08844","3342253036.33195","3776983112.39531","4025479184.56053","4378451329.044","4807077247.44653","5082024444.15551","3759281687.21609",
"Middle East & North Africa","MEA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","34525140715.215","36525179147.9071","39272354289.3268","44157112878.3794","49559837392.2251","56662748466.4911","64851695414.3051","79426818177.2663","106516387860.368","196530576838.729","219657710679.97","273520134659.371","312792330816.26","331207769803.751","424665359109.182","538647290812.069","552839299075.161","560699786151.042","580533950372.776","587779120903.884","601285244021.275","627244436899.225","571144753277.059","567857850856.608","582130052998.42","756619193228.677","518253747403.556","565716752335.697","572852638785.512","599845996693.827","692244397896.256","776831609760.848","812643730624.23","796605243697.739","855689957776.421","948096503452.451","946566904772.396","942925115548.078","1045678207674.64","1239815766969.85","1492296690452.6","1763292628025","2099060894076.07","2614552095286.61","2321943987848.75","2697491779193.91","3195109786026.33","3489549719081.93","3469990226787.93","3490657333394.11","3077737860636.98","3097705523399.73","3219557279297.04","3327173444218.91","3360165361443.42","3044951771041.62",
"Mexico","MEX","GNI (current US$)","NY.GNP.MKTP.CD","12666168000","13775344000","14814304000","16530280000","19477944000","21234640000","23566704000","26201208000","28939512000","31985424000","34897440000","38495400000","44387480000","54435528000","70743688000","86091952000","86770084415.5844","79585539823.0089","99570083333.3333","130466105263.158","198701734782.609","253844553061.224","172347898936.17","147035900499.584","174185041716.329","186223239782.016","127030515364.498","140739534247.569","174365613985.306","213098448710.136","252627674820.451","304534734461.967","353562749232.609","489113393888.818","515157050754.052","346715405645.387","396991780930.073","487611244932.752","513008373905.429","587223199029.329","692709476500.698","742673818438.714","758782874482.187","716377770785.059","770594421407.053","859156840951.009","960397767726.072","1034991278893.14","1094332318930.43","884929436415.436","1045220776511.55","1161743714472","1177885199589.96","1237366326260.57","1283058447244.69","1141602672778.78","1049583160881.05","1128823076215.89","1189368220771.86","1232370517244.96","1038393916174.88",
"Marshall Islands","MHL","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152854100","135250400","136641000","143253700","149305200","151618100","160116500","167548500","167807100","169343300","179125700","181340200","191419700","189449600","189529000","195598900","209784400","209480300","221587500","228053400","246336300","260847100","271011100","279137800","292637300","",
"Middle income","MIC","GNI (current US$)","NY.GNP.MKTP.CD","330434048915.253","323184467792.488","325079674248.964","342371950621.004","401938934385.251","445421276551.35","449223124140.434","458740698902.066","484309812965.118","542790015149.486","595359772994.451","643718614188.032","724917655653.059","920291044508.277","1164924316408.99","1284634233295.08","1379507913870.69","1546590700981.58","1670401855190.31","1977894813157.38","2306097783237.44","2600495252910.17","2551124840694.61","2470464123772.49","2510786431039.86","2652321470792.76","2732676726902.44","2800495081636.05","3014951426634.46","3183661023658.37","3594423107588.35","3654804858339.25","3630354468074.93","3885186492940.03","4239703302907.03","4751393912757.21","5187101602620.25","5484996927203.85","5309546647726.62","5183884380872.48","5661247235555.76","5732103584831.31","5895850843128.83","6641580233930.41","7887768253332.49","9370367871971.74","11190849669134.5","13899053303956","16660212473565.9","16220414959741.4","19652283831899.9","23325081610130.2","24916500913839.2","26386338917620.8","27401562895067.4","26013131594043.4","26171676849378.5","28819560610477.7","30475609191380.8","31305423516205.8","30044870013106.5",
"North Macedonia","MKD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4644646643.10954","4909775510.20408","2364849341.97604","2625765896.55172","3509981986.14319","4640509742.78215","4600053631.57895","3874575903.61446","3702678791.20879","3791613409.49033","3703621746.6951","3682236556.69665","3949280027.029","4888359902.04819","5647487474.71688","6148649148.80463","6835411722.46749","7948966845.00454","9791596189.67726","9339272177.68398","9281155973.72015","10307542446.9835","9532245140.5056","10560327297.5766","11148969035.9303","9753942641.83474","10255604137.3786","10862449662.2368","12147988887.1834","11965412717.7098","11797104839.3205",
"Mali","MLI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","274847770.882139","341790647.454989","337201492.07226","354124095.930907","393751360.509013","485815839.614391","561341678.735443","533923918.394614","819675359.719364","931397905.00543","1049879172.35327","1233479863.81034","1581719888.81242","1740408246.22917","1503289928.8452","1307074652.55535","1267613189.05386","1211293686.07919","1366264559.06674","1827610129.36828","2070498991.80333","2142869529.51201","2181821902.43953","2666059799.8713","2721462313.75411","2823397107.5039","2820491619.65599","2058618936.22298","2659084560.824","2730573833.8829","2643959128.91784","2869578167.06382","3396108954.68577","2931331600.46071","3302171357.85653","3666811361.5252","4553871438.29236","5272203027.28042","6040786478.31879","6648290206.29923","7857251240.98032","9524579675.33632","9764553708.17451","10269427724.4099","12532792055.1913","11981791173.8627","12810032895.3496","13980008238.8655","12808995389.4688","13651411051.1274","14864818058.5878","16560732181.7673","16670712812.3555","16749289497.6598",
"Malta","MLT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","270010715.021636","284919118.42244","319221084.608461","368088813.874985","411790177.079853","526983822.380899","575042916.287994","675604655.891024","842223905.536371","1041318682.63473","1347909893.11459","1361200488.45471","1373834687.5","1263110890.49935","1210693640.00372","1209121065.15373","1513987546.42779","1849328280.31809","2114205657.19476","2232004927.322","2738345670.67405","2919788844.62151","3166473280.38767","2811899606.96238","3055459161.64944","3776188715.95331","3853662458.31348","3826595261.9286","3969862747.26489","4177153034.8687","3916552812.07133","4113241152.34189","4504004950.00495","5426514510.0717","6074239661.18585","6220547568.71036","6502959101.74382","7531092800.438","8950142229.38333","8238328841.34482","8570974015.64364","9413122355.23385","9016278941.28228","10028090317.4392","11021117045.3036","10478412848.1083","10580009818.9232","11875770042.2174","13755810442.9265","14069074718.9006","13329361714.5839",
"Myanmar","MMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7640541588.01677","4658484037.23686","4271263994.72561","7625103106.22902","8976467286.74559","8853229710.26914","10566568951.8005","14569026879.0798","25427309666.3582","31819907102.0199","42202228023.3501","51505723102.9703","54136611741.9911","51138144519.2597","56339932629.4711","57248589072.2497","58474291896.4363","59831307050.2147","65232359831.1912","66674759361.231","77688294296.0653","73922116985.8019",
"Middle East & North Africa (excluding high income)","MNA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","26697138454.6664","27600989348.9629","30099579495.8479","33117259805.0027","37369416665.4697","42027723487.8855","48263257695.3498","58499078024.7742","77754347067.2697","114879492513.462","133911376978.41","162279042653.645","186417056499.315","196715756130.845","235085392824.148","271542177778.227","260219833658.363","297452880871.296","336383890477.383","356025744883.657","382843926194.311","423390144711.513","360367773983.162","343633157153.174","343332132847.454","485288546212.923","213618720234.409","233492995737.272","242000990419.231","254153588887.758","305354780253.098","350878330144.592","368572026631.142","379181977464.216","408171916389.511","431869995819.202","439093384515.576","431879437098.483","471254843701.631","561408932528.541","656956490949.432","770174703439.603","958894398149.072","1195484116389.28","1149969717053.41","1320432291443.72","1489227288534.5","1647637038066.34","1538645286247.08","1510559835236.13","1357495720404.73","1384692786693.6","1365386283703.71","1275504567762.86","1293570818142.69","1148975034880.88",
"Montenegro","MNE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034066685.139","1217862708.22139","1356512418.54755","1807140110.82212","2180314129.62503","2282062056.95809","2767363567.93376","3723496304.40734","4612753771.78849","4166797860.51681","4114214370.93994","4581082544.54343","4156885391.23731","4553096559.96812","4655006377.04265","4143524797.5147","4415296103.60859","4956379123.36195","5571649385.92348","5561523175.10076","4848798062.67806",
"Mongolia","MNG","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2299199133.33333","2532001966.66667","2694636533.33333","2059734525","2141505525","2894479033.33333","3009311733.33333","3170261666.66667","3289326933.33333","2517185660","2374108010.52632","1290711863.84977","741470800.539993","906403930.752084","1425356882.36999","1331359924.36219","1168938177.57187","1124839904.05651","1057508580.46245","1131697254.99018","1265989177.16402","1392055720.37938","1583797330.75165","1981009807.80913","2471681099.47947","3371391056.38115","4137457998.7471","5449590187.78625","4388014379.17088","6609616683.64695","9551980150.38611","11343401728.5906","11871513598.8425","11232542815.8276","10785835875.8615","10265490041.8443","9817032346.84708","11765196063.3437","12424720884.3459","11870689059.4776",
"Northern Mariana Islands","MNP","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3525806064.83095","2501052610.66518","2595134453.56461","2661523283.54254","2788861562.66968","3764399842.39001","4563432187.53249","5134577518.40062","5852608042.20711","5463563110.74919","5172729177.53434","5073827409.40958","6137885217.1573","7459677042.50863","8182227349.20428","8542436423.26226","9859266169.51042","11914320634.0584","11632660407.8014","10744873392.599","14126352399.2349","16275337948.0492","16915730890.4767","17514171455.7279","15650835893.2033","11676316877.6425","12825576694.2469","14550327917.6053","14995482279.0475","13558723676.1599",
"Mauritania","MRT","GNI (current US$)","NY.GNP.MKTP.CD","","159213140.003286","164271590.835566","168186331.271262","224495789.265476","255340526.745302","266533659.162216","282615367.46488","301396000.321084","279862138.452886","298105315.518823","321769089.439512","375169448.263306","483223647.269864","607599077.696078","673288773.477534","716475328.198342","755618186.150606","777551568.620168","920501091.193637","1021070305.89861","1054952445.39437","1063169885.37841","1102884245.19702","1035269322.35829","957331783.215753","1116355897.84009","1266951763.47476","1343052130.69448","1390404297.26315","1447895783.35209","2072463109.85283","2097704689.34928","1778652649.70283","1870169427.47319","2017413568.83053","2156251395.54882","2088873417.05465","2058286089.47558","2015585932.20501","1793304273.76184","1713839294.44625","1832909357.87649","2108847606.73687","2428018693.49082","3000602093.37349","3845277285.92703","4285406888.20397","5183444125.38885","4766475808.60325","5559975526.83277","6609321843.49633","6537356580.81046","7029814844.25406","6340605473.61467","5986763077.81392","6282354756.77624","6660685407.82123","7012518037.02447","7504422970.94655","7746329271.26922",
"Mauritius","MUS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","709870538.052832","820758857.62717","1007577109.66528","1194337439.16552","1108624077.66485","1096849997.20248","1032605196.59692","1048845910.71398","995195756.613987","1030791646.43031","1408765520.10931","1839465142.64416","2090387491.9071","2162126716.41595","2630672452.65247","2862576745.90955","3235255005.39735","3266881555.98368","3533471665.44175","4021250438.5637","4377983825.58599","4169701519.18812","4143114543.17355","4327153384.04974","4646665747.28758","4627122193.11827","4854526980.8424","5786698801.13972","6564661894.28514","6480647713.94281","7080304401.71439","8374417587.19027","10162585053.1406","9181337179.83216","9912845467.18468","11299782797.643","12083538847.4719","13061930213.1996","13796103732.8055","12684108886.4611","13229771635.6367","14572664641.2737","15879556026.398","15788087920.9741","11895691998.0311",
"Malawi","MWI","GNI (current US$)","NY.GNP.MKTP.CD","160716785.664287","171496570.068599","181156376.872463","188576228.47543","186196276.074479","223435531.289374","252694946.101078","259044462.855565","236769470.778831","258850354.014161","283331333.25333","361415332.771693","401447105.788423","445258147.198828","563361864.003804","622482056.031489","650602409.638554","780817366.26426","911698471.020505","989349981.637899","1137790912.44921","1154808444.09695","1109995262.90857","1152281154.23902","1152256898.25952","1078471293.11849","1122991779.0554","1126182822.47476","1326084410.26041","1540351476.7168","1837457400.41775","2157029251.23961","1760525268.50387","2028845530.1172","1138597122.38451","1350065775.95739","2242034131.36493","2622014497.5128","1709141159.2813","1734186814.58262","1707156805.57841","1683359689.35126","3451380076.23563","3167351846.47356","3430244814.28768","3616090551.1944","3960216045.46608","4411999296.92842","5298642687.62271","6132244799.59537","6851157459.09771","7888424222.52109","5892688581.96912","5356898814.32123","5887200679.08414","6153437697.08038","5409917742.35555","8634109875.69708","9548200035.79156","10680893060.9762","11770810654.2474",
"Malaysia","MYS","GNI (current US$)","NY.GNP.MKTP.CD","1834574676.59741","1840128054.35777","1955115640.92513","2454266300.79707","2600287468.96642","2866849601.46348","3052397752.51535","3151378544.36169","3290866326.93062","3573435254.1487","3803737096.56344","4125413622.51417","4909206979.71344","7393279580.89469","9081882763.49134","8996502331.77881","10618508026.44","12620972656.7261","15624352331.6062","20267775543.7763","23606964031.4208","24131765114.3614","25567354628.7574","28446560117.1757","31653012459.4641","28981876761.9815","25884403811.885","30204794411.8114","33330533068.581","36669373892.4985","42152020407.4088","46670061099.7963","56023874033.0624","63683617575.0748","70892013412.5895","84567384370.0159","96164639478.4959","94647952303.2153","68264115368.936","73652105263.1579","86182105263.1579","86041052631.5789","94250526315.7895","104271578947.368","118327894736.842","137211850756.516","157976664304.018","189479578775.89","223908807482.463","198224712725.209","246904163174.071","290893137254.902","302839290339.29","312494525373.703","326871887317.058","293132573294.072","292916457102.91","310122676960.283","347542549874.848","354960894387.447","330425187040.947",
"North America","NAC","GNI (current US$)","NY.GNP.MKTP.CD","590838255796.808","612897370764.332","658745727363.498","695402786059.53","746874054317.085","809915544640.939","886798048277.75","937620519036.26","1025748845989.85","1109443723366.63","1161735720460.47","1261596639099.69","1393045071297.13","1562429531091.2","1712575294749.71","1857109680562.67","2074029306766.67","2291484027843.14","2564871092725.77","2852656351056.5","3115699553001.85","3500292767660.66","3676719576216.52","3947617365848.62","4379747286666.95","4666961174447.04","4884767886727.2","5250789487397.66","5751314834644.37","6148583992450.04","6479544938307.68","6691692120285.78","7011392610259","7296099044702.49","7732559432623.64","8163088216320.7","8659074684451.94","9227701141761.17","9752093677191.78","10348996565990.5","11113413356906.2","11466530439872.8","11800578672975","12408599065405.5","13324223071271.5","14322238320979.5","15376800895500.4","15997180037561.7","16221654008490.8","15758299885624.7","16719932575651.2","17601703042319.6","18471705486603.5","18997760427757.1","19838188989702.3","20235571277013.9","20585736719731.5","21602448851163.2","22654812745552.3","23416851102234.3","22921423577344.2",
"Namibia","NAM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2084345659.98973","2134976754.78578","1971523024.49807","2212958890.58433","1838557988.20579","1333549513.16911","1570802188.18381","2203873428.29077","2244843589.17968","2417322301.44508","2841879990.72392","3109435664.36099","3465157152.87518","3274478593.50614","3687902050.2422","4099352843.86976","4017445537.64566","4169054969.61806","3914077148.49049","3801604419.34692","3941875731.28909","3545657006.45821","3395036430.21811","5160233320.55468","6690272009.53605","7128945759.04408","7932053612.33025","8567551457.24654","8357805506.74407","8658649692.58929","10835913878.0132","12010789205.4795","12519782799.1896","12011968775.6057","12363521832.5066","11317069084.0549","10511238015.5682","12661495878.7851","13267231049.3789","12258017027.1679","10518846493.4957",
