"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cuba","CUB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","5584007500","6782256200","7979320041.97272","9796397346.20024","11187718414.6341","12778100609.7561","13525388428.7454","13933525180.7229","17502936103.8961","19211775616.4384","19531412500","19762075662.6506","20547988470.5882","21783970197.9045","23596807057.4843","22466664483.0222","23746921046.3163","24714712705.0744","26992651715.0396","26599988081.5071","28034938962.766","23862628224.3756","21760981486.4865","22022285540.5405","27998129864.8649","29752587897.3573","24524500000","24882700000","25288000000","27850400000","29943300000","31179700000","32979826200","35340723500","37552770500","42010636100","52124800000","57644200000","59751100000","60437000000","62896000000","67926000000","72146000000","76226000000","79602100000","86014000000","90086000000","","","","",
"Curacao","CUW","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3020599608.93855","3086051396.64804","3092940223.46369","3125785921.78771","3149977821.22905","3105924804.46927","3143314022.34637","3232793296.08939","3234078212.2905","",
"Cayman Islands","CYM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3934273850.95404","4044360134.40538","2905095163.80655","2646160086.40346","2632477259.09036","2793106444.25777","2950833553.34213","3460583223.32893","3852947437.89752","4493181807.27229","",
"Cyprus","CYP","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","578311622.740584","743528819.762123","974720507.964799","1298894850.2994","2174377611.9403","2103814365.41144","2174408877.92848","2160141601.77976","2280841176.47059","2435306333.97313","3055706214.68927","3667785870.88916","4236132622.33375","4532358343.19527","5557199359.79513","5737621590.90909","6866387744.45893","6551304004.71143","7373203928.57143","9431244501.94049","9527828105.39523","9024625997.7195","10557893665.1584","9895297734.62783","9128568331.76249","9655802367.94171","10831199038.4615","13954369195.923","16345890000","17475010570.8245","18960303600.552","22433135778.8119","27388166105.1706","25873166157.2659","25365001988.5987","28291559020.0445","24805330849.2869","23618497808.4739","22538678092.2014","19712840341.7286","20118149214.0801","21987131721.6448","24341996929.6174","23946675249.0765","22802068532.2673",
"Czech Republic","CZE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34590101839.4057","40901722601.4475","47891929789.8211","59678259231.3489","66384038430.3671","61246143362.7984","65822119375.9836","63964019994.6773","60625668795.585","65898379680.1426","79239888083.1801","96725406785.0686","114139370734.403","130807057527.111","146538883676.468","177936058973.967","222389334395.52","193114095367.99","193418140405.535","211036199499.884","195428016856.085","198239568740.499","194987353968.445","175136907363.179","183030984148.2","206250524034.28","235280883881.285","237234462383.761","236796716967.719",
"Germany","DEU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","216937427456.848","250910911169.353","300633615285.53","399423448957.19","446478840601.617","492617843230.781","522284947957.123","602462989977.259","745553903602.726","884770610393.768","954146081342.802","802340951103.418","777697777061.336","774212274990.425","731281976496.461","738823376959.872","1052667199855.89","1304233981501.63","1414781709544.49","1414249683761.57","1790871642658.27","1875827877430.76","2137944338134","2074905674908.32","2204518754971.68","2582251944861.47","2497603327268","2207765621475.3","2226180949205.29","2179026209247.82","1932214851667.59","1930451901566","2046678900809.34","2470774266365.69","2826157188974.42","2869298594702.15","3042803914188.93","3470907473309.61","3765438699282.26","3474401222561.82","3464482469694.36","3840293076529","3611978814803.06","3819178029463.77","3961735742666.92","3432720276373.62","3553516783450.03","3760660016207.42","4069247473226.49","3966094443874.5","3919057601182.89",
"Djibouti","DJI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482914793.412146","498044688.022237","489067695.995409","508327659.6463","515031988.341276","509742799.106465","514863184.429527","524857501.364498","548464728.42264","567019654.402125","584835781.927853","606415674.005886","642959470.180789","688601797.19898","729424209.857023","791915417.986619","871804682.620512","1031814867.12319","1070790733.7906","1145970369.28669","1247888544.40387","1381266141.87406","2093587752.71352","2319047522.85608","2574599243.19154","2745407258.60905","2874159682.64686","3113723864.50596","3230790006.75219","3288872886.56313",
"Dominica","DMA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","56930215.5555556","54917758.8888889","73104653.3333333","82607391.1111111","89727576.6666667","98220747.037037","106886700.37037","117221562.592593","132750847.407407","149524310","169543221.111111","181148354.074074","196537037.037037","212100000","226781481.481481","239151851.851852","253351851.851852","261222222.222222","273477777.777778","286077777.777778","307185185.185185","306214814.814815","294151851.851852","315096666.666667","305265925.925926","316294925.925926","333866962.962963","335276037.037037","375247518.518519","401759222.222222","439852814.814815","475420037.037037","484384740.740741","490478148.148148","467740296.296296","484287333.333333","503563533.133419","521843860.692789","555100555.005722","521652895.629767","550484557.435344","564719376.97287","483678596.972585",
"Denmark","DNK","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","11844704281.1265","12940157639.3276","13345633733.3333","15221015960","16810092666.6667","18736937909.8609","22847257997.2084","30599735680.6348","33804669149.6169","40278863770.8399","44437450289.4955","49859597881.1301","60569192688.4996","70008559399.3537","69964084174.666","60076479770.8959","58229571672.0273","58620592673.5921","56865098777.5911","60234072043.3355","85234310962.7982","106339795476.807","111928267696.65","108442468468.715","133535624373.849","134266234972.25","148139456105.764","139651772081.618","152701498757.979","181668927602.456","183957093831.376","170398667575.138","174474391117.479","176090565064.075","160421991562.643","162360864132.263","176412403257.882","216143722391.73","251681994959.189","266599076189.365","286311629784.086","321027058801.918","357301936015.378","324446827957.992","327262172001.618","351257091701.648","334536414976.473","354463589494.156","365833620392.697","311964189253.733","320812594566.814","339391058127.817","366754681199.451","357403565483.071","368461925796.337",
"Dominican Republic","DOM","GNI (current US$)","NY.GNP.MKTP.CD","662300300","635500100","802500200","920500100","1006500200","876400000","965400000","1015300000","1060200000","1207300000","1476200100","1664300000","2027000000","2350899900","2920400000","3597500100","3945299900","4507500200","4771400000","5551200100","6420500100","6973899800","7709900300","8324900100","9972699700","4725492096.63947","5877395034.94818","5527990480.64919","5052914306.74847","6373562712.93375","6758924741.65132","9461132793.67679","11164249000","12384042400","13962617074.06","15868370839.1608","17516877243.8606","19222030487.1518","20780878617.4344","21161260672.9652","23264321904.6442","24510208597.4477","25985430347.2972","20001897173.9871","20508099190.8","33873701573.1702","36027519171.1712","41782447146.5306","46374331821.5781","46539816384.4557","51932177372.8793","55774581987.3135","58281926478.1805","59708978487.6","63931917485.0803","68227916795.2404","72450765680.2216","76203984074.6912","81863297764.0881","84871455782.1538","74984131332.4311",
"Algeria","DZA","GNI (current US$)","NY.GNP.MKTP.CD","3221511332.56365","2972104048.93561","2203098114.27761","2764264466.99479","2909752060.92645","3055239675.11292","2918305726.0335","3289823843.95698","3791351400.6198","4257218772.15369","4741958659.94207","5036510727.517","6744447673.25075","8632138145.11041","13138271294.2809","15380692155.7705","17416132571.209","19801118983.3124","25098700446.3047","31537352035.9173","40477667639.5476","42348348278.4188","43217846086.8429","47009480391.7474","52019304711.6427","56393654500.9746","61999236862.8118","64847516073.1592","56590250659.363","53587914452.0674","59780631046.609","43167990743.1968","45843088303.3142","48195629421.6419","40808326200.4935","39574301665.6631","44381577918.4605","45957623524.2335","46187747552.7333","46350650029.5161","52080372257.1678","53054725765.7191","54530315416.6756","65163841333.4195","81732261457.7175","98110251003.394","112392321306.159","132998048848.07","169770093585.289","135898352866.035","160817183340.951","197901941240.425","205186158687.577","205227773269.966","208991163950.905","161539396611.826","158468574080.961","167506303335.045","170994752722.701","166956170572.149","141854503347.616",
"East Asia & Pacific (excluding high income)","EAP","GNI (current US$)","NY.GNP.MKTP.CD","78542918667.2623","68989139917.1113","63265145381.5566","68499387824.7283","79409398428.3967","92668460721.6164","101474809090.824","98381474379.017","99182473487.8177","111355927799.53","124105763997.048","133393373486.657","151108602306.777","190050096752.31","213773252272.538","240535896470.39","244210700873.019","281929022938.41","272174811219.139","314854377578.521","363019150588.997","387402834711.203","406311250386.988","426269549185.854","462041329881.386","507248508174.961","492878022658.056","475103802463.143","542871806818.253","608169514725.92","653410796015.625","708802390290.868","793295205126.427","871449994237.611","1052480352714.94","1289292826099.33","1482257322795.56","1538376259158.56","1410615939368.15","1550762018482.74","1705907463632.12","1819146279089.48","2023337297409.13","2291167520512.17","2661947175053.03","3070521051739.78","3718877169376.29","4726199053066.66","5994380648100.58","6462426854479.63","7821325292853.42","9515721021835.38","10658157260763.3","11705904175269","12720471210161.6","13200085122597.2","13480832450623.1","14767632806901.3","16449814764830.4","17062743411746.2","17302839090734.1",
"Early-demographic dividend","EAR","GNI (current US$)","NY.GNP.MKTP.CD","","","154458423433.683","162408173174.738","187933772894.54","203984731619.656","198312840591.737","206058718262.809","223359329908.701","249942755531.921","264317477121.605","287643702805.205","318169816316.043","407100781261.797","572312731623.023","616369182749.841","673379734387.418","750654884276.422","829181893519.774","1007362244393.06","1248572307602.17","1389703124529.23","1320437401128.63","1338078341167.48","1323728251537.17","1365053763663.69","1374836960130.24","1381690604954.08","1468499128231.82","1488734415662.15","1747911672150.28","1852746063162.37","2041084205922.92","2248367326169.01","2359029256503.61","2423934289001.53","2640127194199.48","2825692104411.76","2804043165025.01","2958129753877.53","3209487720405.7","3191629247841.18","3116635308362.83","3460090238577.93","4012412437424.4","4678844455747.49","5382282387807.98","6406240623980.51","7224820427624.73","6952730951500.92","8430870977991.23","9437273206170.8","9892427001907.29","10065192739095.8","10433530025608.3","9936016239985.73","10147173969235.2","10973099835991","11019523322987.4","11327663393835.6","10444417731135.1",
"East Asia & Pacific","EAS","GNI (current US$)","NY.GNP.MKTP.CD","148813499936.427","149153938121.464","152351884069.243","169900563260.495","195635076419.778","220507713665.001","246930995906.26","267894616509.209","296269236337.811","341340003997.19","404177318177.696","449303904679.895","558284739013.713","735984871739.576","844853991384.003","925943527562.896","1017714121945.16","1212590154600.92","1531695759484.7","1662608468740.05","1791341305481.15","1974727106806.77","1934146410407.32","2063371863336.54","2210709909124.77","2336176679587.24","3051625413223.63","3584879591716.69","4337641251158.4","4536236349319.97","4736142196687.08","5344023447327.19","5845340811639.88","6548079795838.66","7325516983997.08","8309926205511.2","8008677003582.81","7668644404668.23","6873692052180.52","7677482619101.84","8316244484010.74","7741809027334.66","7865230579713.17","8658398108653.84","9722022739636.97","10352835523122.4","11016354541520.4","12345794862858.3","14239941816945.5","14629977474094.7","17040799240791.1","19702275044631","21123068023444.8","21314874567989.9","22094852654348.8","21949407368810.8","22696509594163.1","24289562974789.6","26329714823371.8","26961012571829.7","27049589440784.6",
"Europe & Central Asia (excluding high income)","ECA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","921460093428.765","874636704134.686","927350359333.582","900677162779.43","825847387815.004","815390027762.46","708898410958.756","759256452999.92","760171684804.084","784441079425.514","732325586771.245","615894524161.926","686361968387.106","683809521274.818","783259905201.039","982471966371.675","1306190512643.85","1651714768023.94","2016089163453.64","2613975769575.85","3231549704080.82","2538542126613.73","3028618407222.14","3732202175563.16","3959072502659.92","4202409132636.16","3933551465056.3","3026075848721.65","2891779239761.01","3247256105871.34","3337206356965.32","3394845340444.35","3149838954449.32",
"Europe & Central Asia","ECS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","1042008997309.82","1174314846235.07","1406737399161.31","1784527745004.48","2013042937918.44","2359067305823.4","2448265801648.18","2767005253619.69","3378390063533.61","4126793203193.33","4680108668271.07","4145031089814.76","3972099691423.96","3856445177454.06","3707925252418.12","3838026880704.04","5243920116293.67","6484095739102.01","7222563872640.36","7299363632161.61","8891859930909.19","9188934685811.4","9886908453566.33","9065930964610.37","9476723549852.46","10828720132782.8","11047706531699.9","10488215754494.1","10778494858097.6","10669850572655.5","10053624174082","10143868148130.3","11066678611925.9","13487566150751","15749378128475.4","16793045260853.4","18163566666036.8","21112202818916.7","23065068824113.7","20427485903718.6","20974990651199.3","23223695182735","22374580197668.3","23363559643175","23670488816311.4","20369278221974.1","20316571451848.2","21526950066444","23094526828687.2","22746360715657.8","21921449017112.2",
"Ecuador","ECU","GNI (current US$)","NY.GNP.MKTP.CD","2043509723.60703","1726040723.05953","1494353886.87958","1806525750.82557","2225203587.61861","2362036265.70433","2404097428.14315","2528684150.03416","2555067797.29931","3084153419.78331","2833290165.97396","2718503141.66599","3140765557.37758","3775699919.51342","6432079281.52439","7676350735.48856","8952057258.16727","10829952446.0045","11653573256.8764","13770371965.5054","17268130651.1089","21049102097.5815","18929373984.7133","16262056379.346","15808986195.6227","16089586704.2826","14271644255.3903","12885923996.527","11818295217.9957","12526174547.0309","14028697796.5758","15870976488.2441","17149765882.9415","18077986993.4967","21768303151.5758","23508422211.1056","24202981490.7454","27134639319.6598","26810811405.7029","18337918959.4797","17103552776.3882","23235924000","27296182800","30940439900","34751628400","39691563800","44974439600","49039661800","60333815800","61249036100","68518395400","78019902500","86645126800","93768814900","100183286800","97561809500","98125265500","101977757500","104733266600","105079773200","95950843000",
"Egypt, Arab Rep.","EGY","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","4908912188.7287","5238506367.36456","5580495356.03715","5909345794.39252","6465375302.66344","7978146194.42351","8536087732.72124","9231127197.5181","9974482061.6473","9109910658.63287","11388206926.7865","12973982125.1241","13975793720.3999","14148726500.9096","16951571428.5714","20210185954.8442","20471081081.0811","25871182142.8571","29088009196.7404","31908191679.2088","35769552926.3951","37440785687.5585","39933762765.1218","34771711754.6848","39246669712.9285","41873798698.9681","37631036490.5284","42069286522.4325","46801231452.581","52113583392.6453","60485845060.4541","68066516981.1321","78947678171.0914","85684807556.0803","91221904806.8416","100305543960.076","97756136118.5984","85241867415.7303","80181261538.4615","78575767532.4675","89346865557.4043","107956786956.522","131614828371.278","164177881818.182","189300605444.646","214618966061.706","229940172977.625","272637266666.667","281027708527.132","298332708895.265","323665676819.407","327970017791.411","231165195652.174","243433399437.254","292071265603.645","351715245165.315",
"Euro area","EMU","GNI (current US$)","NY.GNP.MKTP.CD","246922952472.157","271037559487.517","301429627452.802","338169803650.893","376149110104.72","411979184176.926","449186738201.975","488045695624.815","523753456983.151","584492368272.671","649582430621.318","736144761891.805","889777576576.176","1154509121339.18","1305649540809.06","1516805215958.4","1582002629550.83","1797568636366.2","2202769321241.91","2666589018020.61","2991662458039.21","2588188877421.52","2496941848098.74","2440100363176.7","2341343908903.25","2408580631931.83","3392907552363.15","4208040032966.42","4628043713843.99","4721664919128.58","5930535048407.65","6144590725086.19","6775520152382.47","6206189451208.13","6535468756676.94","7546490033755.22","7640250690449.46","6975493393231.68","7158512476238.77","7140183925555.22","6499044651069.1","6589130551330.01","7137595708825.08","8812224033810.41","10149848217918.9","10528694035387.4","11216740164022.5","12868823703353","14047871478698.1","12926941174019","12677302799187.1","13692572308625.5","12724201466531.5","13287772178835.8","13566621092894.3","11689669092642.1","12013545161406.2","12699346280251.8","13761801088549.4","13429709199517.9","12986406249400.3",
"Eritrea","ERI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531888311.688312","585565625","685835952.616924","683315115.487715","749833860.823972","695019380.320389","706846472.727273","750010831.601751","723218652.834893","860583135.777027","1093759651.85857","1089003669.98744","1202459440.65041","1310746757.72358","1368434686.17886","1840533600","1569887473.17073","2041455160.97561","","","","","","","","","",
"Spain","ESP","GNI (current US$)","NY.GNP.MKTP.CD","12014292254.6682","13771365311.6801","16068290740.3023","18990535037.939","21214320908.7775","24646865294.9947","28478655146.859","31375464705.1608","31188508104.3807","35653004591.7683","40471022106.0138","46106900598.8024","58555487962.7233","78071719017.7042","96948485722.5267","113934171014.493","117234501367.819","130823347207.01","158522927517.361","212392352503.718","229755263402.181","199125227969.003","192294673633.197","167322796983.759","168552857586.421","178339212328.767","248144330521.564","314786221533.486","370872708184.545","410262872803.935","530515703558.603","570816810248.198","623343892410.206","520853333769.12","519422964849.087","609570971443.822","633528195192.434","583087704545.455","611311425548.502","628928190922.651","592609176340.52","618604921700.224","697404479578.393","898060948081.264","1057144276136.08","1137362268374.58","1236053192823.99","1436006022447.3","1580109857917.09","1457139483189.77","1400015982113.65","1452677233893.91","1314223832938.1","1345710208981.47","1364378484123.79","1194850875811.09","1235120146859.29","1309785190230.7","1424050292990.73","1395571627631.37","1287040281917.51",
"Estonia","EST","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5472116465.49341","5947902604.95927","6978783083.73363","9301313233.96567","11465094409.9379","13457655764.2084","16082181658.5121","20706693128.9351","23098872125.3845","19146012781.3281","18635314311.9741","22210861628.9901","22237623396.3398","24663444923.3427","26016585293.3131","22543889502.3005","23719542899.4187","26237511453.7214","30019486699.9738","30759017473.7254","30845005922.1791",
"Ethiopia","ETH","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7317850048.30918","7698885748.79227","8554364251.20773","8076785458.9372","9447700386.47343","9817322463.76812","10480006666.6667","10844346376.8116","11396246714.9758","12108119661.8358","13390412125.6039","10429217520.0714","8734430671.62956","6848460204.38158","7603562639.92836","8504359178.89306","8492265911.60901","7751811217.66928","7648343127.98732","8182263337.46518","8180069454.11753","7797207615.85915","8557581131.63568","10067656708.6258","12365354408.4331","15242461910.6314","19721806402.0923","27086850118.9961","32395738209.0412","29825574928.2445","31883271774.1935","43214529006.0852","47541429851.2713","55459432981.0435","64326834729.9906","74053937524.5784","81285191646.1807","83892033920.3775","95322999764.7411","107062239280.072",
"European Union","EUU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","730716631758.63","826123247428.577","997429939699.095","1290964793825.84","1457832812108.72","1701225743386.54","1779906878981.39","2013974869604.63","2455310100272.55","2965631388098.29","3322360707409.43","2883260735016.32","2770319031013","2699351361932.79","2601406179844.71","2678751200199.71","3759889367369.19","4663857468440.78","5120867631638.93","5223705630271.19","6521222735626.68","6749971832746.23","7412365490648.02","6769789972426.3","7160840197713.52","8304893408819.53","8445446211320.43","7736902004147.48","7960561589755.55","7936836746516.42","7267952540900","7375687552912.13","8009822948932.15","9870015255423.1","11383841082753.4","11899005371598.5","12729956441588.8","14683251628247","16164327202888.3","14725280798038.7","14567511058829.7","15781995093288.4","14697891862822.7","15374917589101.5","15690403029527.5","13539876211069.2","13903072595167.2","14758446761684.1","16009059430124.1","15678546402970.6","15245921736423.3",
"Fragile and conflict affected situations","FCS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","275405860645.465","393709016058.702","372656214191.521","316588295609.763","286787533157.192","294923431654.681","277155253497.874","277174539979.24","293281428264.875","265808435920.439","425087259040.811","222161876035.171","217561515202.073","198739395664.299","195631930972.703","248262014454.879","253764993555.81","292180278066.285","299185843614.727","333004174116.964","391736461291.394","382185398209.445","377139695285.091","385011765547.303","489266331022.28","613097554330.045","785270450522.929","969974589392.734","1258957543516.35","1193572347394.75","1421012587586.66","1428644284228.97","1657352832196.67","1740221101437.11","1910709631181.21","1524546389009.48","1393069181936.18","1424151621839.18","1516354157284.56","1621635409971.31","1464392000600.05",
"Finland","FIN","GNI (current US$)","NY.GNP.MKTP.CD","5222582942.67438","5916257432.85525","6328651342.31764","6865699615.43464","7737636595.23394","8552415610.60842","9165340432.22567","9311168538.71865","8759663044.22547","9993855559.68814","11468163929.7848","12643331912.4751","14863587611.127","19624936984.5962","25041844966.1257","29617515758.8492","31975894753.0389","33523302346.1709","36296527075.8123","44609664173.4086","53811538093.7201","52302364287.6826","52540300974.4665","50632769000.854","52562557380.2928","55593895817.3446","73353482289.4675","91283152982.5511","108878171997.157","117465355410.836","139004341471","124265700632.26","107990419431.909","85043139377.5372","99204525896.4144","130266884531.59","129148330313.228","125014316802.199","131456386292.835","133865331344.556","124923530495.67","129373601789.709","140161867118.389","170265237020.316","198503849019.121","205663474692.202","218880943419.897","256801259238.982","285031492602.9","255632120033.343","252404839602.935","276297419116.355","259512605054.631","272399254958.036","277244896380.481","236745830831.021","241702997200.346","255143856199.685","276687642758.328","270141513435.294","273944314770.429",
"Fiji","FJI","GNI (current US$)","NY.GNP.MKTP.CD","108046845.485455","112580279.561768","118121143.432817","122780506.233472","135877093.565042","140914242.538723","146829391.041772","157403953.748601","159166380.396198","173147301.006404","210478046.54362","235940605.63545","305501696.55841","420170989.675145","556355387.288977","668362939.530357","683145705.692325","710159145.410944","823925129.900803","1006409477.08508","1184718826.40587","1224783524.45589","1157872157.87216","1094758505.40806","1149794291.52041","1130700329.40361","1281909965.57507","1166797089.79822","1094706844.71789","1163321108.33951","1289553649.80755","1344198969.91054","1482368596.14105","1581852380.33467","1739635270.81484","1931095783.26104","2100762488.42015","2052711782.22622","1597543789.00745","1871649065.80016","1711500516.77159","1638539927.96275","1848095477.61672","2301455849.77318","2708366993.65263","3023832052.04021","2955406654.34381","3302755697.69608","3436092991.15266","2859158664.41683","3043130949.27801","3658574057.55075","3825356332.75602","4108194688.82372","4631573805.23471","4398174246.7582","4658232109.60997","4930307029.85147","5221567500.23953","5045408257.73005","4114600096.40808",
"France","FRA","GNI (current US$)","NY.GNP.MKTP.CD","62588196442.4896","67823034024.6623","76152271791.83","85419528679.052","94702729234.0369","102253384558.78","110738073086.636","119728973065.967","130424516856.954","142381694448.156","149052793197.118","166781105718.006","204302990897.269","265235710076.606","286106110201.855","361759216766.101","373385686970.773","411210216635.464","508321220930.233","616651248843.663","706460726482.459","619460470730.235","586300029943.108","557554867028.144","527303159948.96","552408380785.516","774780755753.386","941591181927.316","1025574275960.8","1029131194735.76","1273598361643.18","1272602023020.58","1406931846344.49","1329198517489","1398516068052.93","1606455513208.04","1619352481087.32","1470552933243.43","1522697353791.42","1522417430215.21","1383769117376.08","1401282326621.92","1509850367024.28","1864908577878.1","2145033523714.92","2233730879243.88","2364983063605.57","2709995893785.93","2981955470924.27","2752093637121.42","2703780741292.19","2937479068093.53","2742506164929.59","2874043166666.13","2913983592556.46","2490863059700.31","2523562336756.09","2647250199464.78","2848141899205.09","2771809930478.43","2666059332096.51",
"Faroe Islands","FRO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","52148922.9365332","58084838.716028","59785370.8021504","58853346.6666667","62546640","76079986.6666667","88810426.1480508","107277127.653965","144177177.105536","178608357.244021","207304020.347066","242215885.957475","310534963.476465","354095161.797592","395916305.843312","438968526.354335","396862655.217296","395442349.563278","435757711.517375","412007770.815624","440432475.660712","644049832.859846","822329978.916767","","","","","","","","","","","1142147206.30373","1163097388.26295","1099664732.59022","1178293362.81059","1302696745.91815","1548916920.9284","1754051843.56796","1788657473.02773","2051826192.23784","2358928669.83853","2447853121.75124","2216512152.81016","2350669440.4438","2626036098.12431","2492533448.42469","2773943699.5887","2955634743.87528","2587761411.43596","2841496204.52486","2999379060.71575","3142352643.08111","3219884847.21264","",
"Micronesia, Fed. Sts.","FSM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","111000000","","","","","","","","","","218000000","223300000","232663800","228791600","209127900","219545400","226023100","239347500","246016700","246760900","249179300","247072600","258632900","262084600","267150600","270372300","296756800","307507200","320855800","342609600","342707900","344654300","375852000","387000200","416554700","412197400","463133500","",
"Gabon","GAB","GNI (current US$)","NY.GNP.MKTP.CD","134793935.115343","159031435.606525","171340070.295516","181392411.868566","196883741.619649","206071196.795484","225497975.224257","246340524.325201","266596981.170437","295429413.447307","307160008.794575","357718214.367401","401940061.174573","665353060.065742","1417920156.4698","2004545686.77877","2830711868.05714","2657932404.28521","2162585095.25946","2668745824.94164","3856028560.83687","3534371862.31587","3304867120.08723","3096313731.62795","3337401884.85311","3096404812.90465","3157035409.3832","3038898140.05353","3556845179.39779","3951934799.26317","5336349261.01181","4849229139.73391","4864374340.27046","3745523609.11288","3692804810.00971","4293428472.57449","4930999941.35498","4610324869.35241","3968303449.53605","4094076970.71508","4299812167.70298","4393551481.66085","4854435521.76894","5797168602.58384","6576889964.31131","8624810908.65504","8966978264.46483","10624577834.7826","13406692825.1121","10736261661.3374","12484463860.0323","15711224400.8789","15456971600.9772","15890972051.6072","17256250321.3623","13188718851.3015","12934875312.3494","13985729747.5427","15754972352.1527","15511134184.7141","14503352951.4882",
"United Kingdom","GBR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","141368010559.155","159581693842.784","183025022477.522","207728838804.508","224423997194.951","266120292035.398","256088323450.135","285596650968.08","363188859060.403","469775813214.74","599298728793.865","570103532958.199","541693864430.468","517086357435.198","487868894652.833","511118243069.815","630995681618.294","775160173230.92","943993173247.954","949908604384.817","1113924778053.98","1167505770723.1","1219189025974.03","1096133735752.85","1197303966942.15","1301839220451.32","1371120280811.23","1533280384741.32","1657235026498.84","1676651027341.85","1664436374640.64","1650467827839.36","1803110011990.41","2077092244897.96","2437182350787.26","2567050909090.91","2708675252989.88","3078767507002.8","2894351102941.18","2394410344290.39","2483328633748.23","2670448566344.08","2675929322494.23","2726435020439.59","3002975203586.05","2865122532144.89","2627859079477.05","2629521451992.67","2820125112213.7","2778814970160.26","2668241996424.95",
"Georgia","GEO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2642622950.81967","2469381443.29897","2574192823.12548","3023800304.02432","3637920231.21387","3804243776.08289","2946950605.08768","3094875335.18846","3239488663.77231","3406128022.95396","4000784452.62618","5199165171.11853","6471623655.32079","7906494270.95035","10208882370.5477","12735776495.8412","10723236276.5639","12026105593.8955","14681541476.4305","16316003088.4757","16872451545.0283","17397203432.0666","14615250561.8473","14440358558.3302","15447499820.6814","16915006669.0344","16699333664.5257","15137018591.1869",
"Ghana","GHA","GNI (current US$)","NY.GNP.MKTP.CD","1203222788.11513","1283064113.9854","1368508339.91674","1515584466.51987","1714487418.68791","2026849097.09266","2106690422.96293","1710013336.24531","1615922325.90839","1914005085.05654","2170905357.74343","2372632926.42131","2085279606.80586","2447183098.59155","2875155279.50311","2787765957.44681","2744915254.23729","3178000000","3654101221.64049","4006125356.12536","4426348547.71784","4209534638.98054","4025490196.07843","4021119840.80424","4364497716.89498","4424969151.21483","5601277821.67307","4936761904.7619","5066668176.44611","5133900896.99299","5776765502.12656","6474875000","6307702517.16247","5853944530.04622","5333534518.82845","6332009174.31193","6791288685.01529","6757509277.34375","7329127595.15571","7555452363.09077","4836061112.13067","5206827725.81321","6036889828.36951","7467434240.88602","8683188882.71262","10613532479.0102","20312963391.979","24687276967.6174","28562049035.4462","25953825266.9039","31663124545.4545","38114303104.0379","39174956052.3864","61072600585.4446","51920119657.5295","47921089700.1023","53961581129.4695","57431697460.0621","64270236560.3123","65527306781.1554","70776627999.4372",
"Gibraltar","GIB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
