Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Volume (cubic metres) (En),Data qualifier,Volume (en mètre cube) (Fr),Qualificatifs de données
2003,2003,YT,Yukon,Yukon,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
2003,2003,YT,Yukon,Yukon,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
2003,2003,YT,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2003,2003,YT,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2003,2003,GC,Canada,Canada,Hardwoods,Feuillus,Federal land,Terres fédérales,29160,a,29160,a
2003,2003,GC,Canada,Canada,Softwoods,Résineux,Federal land,Terres fédérales,23690,a,23690,a
2003,2003,GC,Canada,Canada,Unspecified,Indéterminée,Federal land,Terres fédérales,157121,a,157121,a
2003,2003,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Federal land,Terres fédérales,17000,a,17000,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Federal land,Terres fédérales,18000,a,18000,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Hardwoods,Feuillus,Federal land,Terres fédérales,12160,a,12160,a
2003,2003,QC,Quebec,Québec,Softwoods,Résineux,Federal land,Terres fédérales,5690,a,5690,a
2003,2003,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,157121,a,157121,a
2003,2003,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,YT,Yukon,Yukon,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,YT,Yukon,Yukon,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,YT,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land regulated,Terres privées,1012694,a,1012694,a
2003,2003,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land regulated,Terres privées,4294,a,4294,a
2003,2003,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land regulated,Terres privées,,u,,u
2003,2003,AB,Alberta,Alberta,Softwoods,Résineux,Provincial land,Terres provinciales,14445162,a,14445162,a
2003,2003,AB,Alberta,Alberta,Hardwoods,Feuillus,Provincial land,Terres provinciales,10373976,a,10373976,a
2003,2003,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2003,2003,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Provincial land,Terres provinciales,71903180,a,71903180,a
2003,2003,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Provincial land,Terres provinciales,3218246,a,3218246,a
2003,2003,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2003,2003,AB,Alberta,Alberta,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2003,2003,ON,Ontario,Ontario,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Hardwoods,Feuillus,Private land,Terres privées,2260594,E,2260594,E
2003,2003,ON,Ontario,Ontario,Softwoods,Résineux,Private land,Terres privées,1773346,E,1773346,E
2003,2003,ON,Ontario,Ontario,Softwoods,Résineux,Provincial land,Terres provinciales,20510014,E,20510014,E
2003,2003,ON,Ontario,Ontario,Hardwoods,Feuillus,Provincial land,Terres provinciales,11384569,E,11384569,E
2004,2004,AB,Alberta,Alberta,Hardwoods,Feuillus,Private land,Terres privées,1873428,E,1873428,E
2004,2004,AB,Alberta,Alberta,Softwoods,Résineux,Private land,Terres privées,305317,E,305317,E
2004,2004,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land,Terres privées,822217,E,822217,E
2004,2004,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land,Terres privées,7671208,E,7671208,E
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Provincial land,Terres provinciales,30000,e,30000,e
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Private land,Terres privées,270000,e,270000,e
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Provincial land,Terres provinciales,10000,e,10000,e
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Private land,Terres privées,150000,e,150000,e
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Provincial land,Terres provinciales,900000,a,900000,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Private land,Terres privées,5000000,a,5000000,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Provincial land,Terres provinciales,350000,a,350000,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Private land,Terres privées,1400000,a,1400000,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Provincial land,Terres provinciales,858400,p,858400,p
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Private land,Terres privées,1470700,p,1470700,p
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Provincial land,Terres provinciales,36290,p,36290,p
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Private land,Terres privées,105250,p,105250,p
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Provincial land,Terres provinciales,3494287,a,3494287,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Private land,Terres privées,3459976,a,3459976,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Provincial land,Terres provinciales,1870540,a,1870540,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Private land,Terres privées,2488064,a,2488064,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,QC,Quebec,Québec,Softwoods,Résineux,Provincial land,Terres provinciales,30456369,a,30456369,a
2004,2004,QC,Quebec,Québec,Softwoods,Résineux,Private land,Terres privées,5797350,a,5797350,a
2004,2004,QC,Quebec,Québec,Hardwoods,Feuillus,Provincial land,Terres provinciales,11429455,a,11429455,a
2004,2004,QC,Quebec,Québec,Hardwoods,Feuillus,Private land,Terres privées,6823000,a,6823000,a
2004,2004,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,MB,Manitoba,Manitoba,Softwoods,Résineux,Provincial land,Terres provinciales,5639060,e,5639060,e
2004,2004,MB,Manitoba,Manitoba,Softwoods,Résineux,Private land,Terres privées,56160,e,56160,e
2004,2004,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Provincial land,Terres provinciales,3260580,e,3260580,e
2004,2004,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Private land,Terres privées,675490,e,675490,e
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Provincial land,Terres provinciales,4262184,r,4262184,r
2004,2004,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Private land,Terres privées,80000,e,80000,e
2004,2004,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Provincial land,Terres provinciales,3366913,r,3366913,r
2004,2004,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Private land,Terres privées,200000,e,200000,e
2004,2004,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
2004,2004,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,0,e,0,e
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Provincial land,Terres provinciales,,n,,n
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Private land,Terres privées,,n,,n
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Provincial land,Terres provinciales,,n,,n
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Private land,Terres privées,,n,,n
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,YT,Yukon,Yukon,Softwoods,Résineux,Provincial land,Terres provinciales,238500,a,238500,a
2004,2004,YT,Yukon,Yukon,Softwoods,Résineux,Private land,Terres privées,0,a,0,a
2004,2004,YT,Yukon,Yukon,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
2004,2004,YT,Yukon,Yukon,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
2004,2004,YT,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,YT,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,GC,Canada,Canada,Hardwoods,Feuillus,Federal land,Terres fédérales,29160,a,29160,a
2004,2004,GC,Canada,Canada,Softwoods,Résineux,Federal land,Terres fédérales,23690,a,23690,a
2004,2004,GC,Canada,Canada,Unspecified,Indéterminée,Federal land,Terres fédérales,157121,a,157121,a
2004,2004,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Federal land,Terres fédérales,17000,a,17000,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Federal land,Terres fédérales,18000,a,18000,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,NU,Nunavut,Nunavut,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,NU,Nunavut,Nunavut,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,QC,Quebec,Québec,Hardwoods,Feuillus,Federal land,Terres fédérales,12160,a,12160,a
2004,2004,QC,Quebec,Québec,Softwoods,Résineux,Federal land,Terres fédérales,5690,a,5690,a
2004,2004,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,157121,a,157121,a
2004,2004,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land regulated,Terres privées,999863,a,999863,a
2004,2004,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land regulated,Terres privées,4294,a,4294,a
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land regulated,Terres privées,,u,,u
2004,2004,AB,Alberta,Alberta,Softwoods,Résineux,Provincial land,Terres provinciales,14140175,a,14140175,a
2004,2004,AB,Alberta,Alberta,Hardwoods,Feuillus,Provincial land,Terres provinciales,10263577,a,10263577,a
2004,2004,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Provincial land,Terres provinciales,78362303,a,78362303,a
2004,2004,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Provincial land,Terres provinciales,3218246,a,3218246,a
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2004,2004,AB,Alberta,Alberta,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,AB,Alberta,Alberta,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2004,2004,ON,Ontario,Ontario,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Hardwoods,Feuillus,Private land,Terres privées,2604841,E,2604841,E
2004,2004,ON,Ontario,Ontario,Softwoods,Résineux,Private land,Terres privées,1755708,E,1755708,E
2004,2004,ON,Ontario,Ontario,Softwoods,Résineux,Provincial land,Terres provinciales,20468558,E,20468558,E
2004,2004,ON,Ontario,Ontario,Hardwoods,Feuillus,Provincial land,Terres provinciales,11018424,E,11018424,E
2005,2005,AB,Alberta,Alberta,Hardwoods,Feuillus,Private land,Terres privées,2237740,E,2237740,E
2005,2005,AB,Alberta,Alberta,Softwoods,Résineux,Private land,Terres privées,302047,E,302047,E
2005,2005,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land,Terres privées,719974,E,719974,E
2005,2005,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land,Terres privées,8027559,E,8027559,E
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Provincial land,Terres provinciales,30000,e,30000,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Private land,Terres privées,270000,e,270000,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Provincial land,Terres provinciales,10000,e,10000,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Private land,Terres privées,150000,e,150000,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Provincial land,Terres provinciales,900000,a,900000,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Private land,Terres privées,5000000,a,5000000,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Provincial land,Terres provinciales,350000,a,350000,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Private land,Terres privées,1400000,a,1400000,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Provincial land,Terres provinciales,858400,p,858400,p
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Private land,Terres privées,1470700,p,1470700,p
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Provincial land,Terres provinciales,36290,p,36290,p
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Private land,Terres privées,105250,p,105250,p
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Provincial land,Terres provinciales,3494287,a,3494287,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Private land,Terres privées,3459976,a,3459976,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Provincial land,Terres provinciales,1870540,a,1870540,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Private land,Terres privées,2488064,a,2488064,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,QC,Quebec,Québec,Softwoods,Résineux,Provincial land,Terres provinciales,24343708,a,24343708,a
2005,2005,QC,Quebec,Québec,Softwoods,Résineux,Private land,Terres privées,5797350,a,5797350,a
2005,2005,QC,Quebec,Québec,Hardwoods,Feuillus,Provincial land,Terres provinciales,10855634,a,10855634,a
2005,2005,QC,Quebec,Québec,Hardwoods,Feuillus,Private land,Terres privées,6823000,a,6823000,a
2005,2005,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,MB,Manitoba,Manitoba,Softwoods,Résineux,Provincial land,Terres provinciales,5639060,e,5639060,e
2005,2005,MB,Manitoba,Manitoba,Softwoods,Résineux,Private land,Terres privées,56160,e,56160,e
2005,2005,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Provincial land,Terres provinciales,3260580,e,3260580,e
2005,2005,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Private land,Terres privées,675490,e,675490,e
2005,2005,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Provincial land,Terres provinciales,4262184,r,4262184,r
2005,2005,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Private land,Terres privées,80000,e,80000,e
2005,2005,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Provincial land,Terres provinciales,3366913,r,3366913,r
2005,2005,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Private land,Terres privées,200000,e,200000,e
2005,2005,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
2005,2005,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,0,e,0,e
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Provincial land,Terres provinciales,,n,,n
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Private land,Terres privées,,n,,n
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Provincial land,Terres provinciales,,n,,n
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Private land,Terres privées,,n,,n
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,YT,Yukon,Yukon,Softwoods,Résineux,Provincial land,Terres provinciales,238500,a,238500,a
2005,2005,YT,Yukon,Yukon,Softwoods,Résineux,Private land,Terres privées,0,a,0,a
2005,2005,YT,Yukon,Yukon,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
2005,2005,YT,Yukon,Yukon,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
2005,2005,YT,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2005,2005,YT,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2005,2005,GC,Canada,Canada,Hardwoods,Feuillus,Federal land,Terres fédérales,30674,a,30674,a
2005,2005,GC,Canada,Canada,Softwoods,Résineux,Federal land,Terres fédérales,23814,a,23814,a
2005,2005,GC,Canada,Canada,Unspecified,Indéterminée,Federal land,Terres fédérales,157121,a,157121,a
2005,2005,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Federal land,Terres fédérales,17000,a,17000,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Federal land,Terres fédérales,18000,a,18000,a
