Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Volume (cubic metres) (En),Data qualifier,Volume (en mètre cube) (Fr),Qualificatifs de données
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Provincial land,Terres provinciales,500000,a,500000,a
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Private land,Terres privées,1000000,a,1000000,a
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Provincial land,Terres provinciales,1145000,a,1145000,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Private land,Terres privées,1835000,a,1835000,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Provincial land,Terres provinciales,3383330,a,3383330,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Private land,Terres privées,3474756,a,3474756,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Provincial land,Terres provinciales,1672526,a,1672526,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Private land,Terres privées,2204411,a,2204411,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,QC,Quebec,Québec,Softwoods,Résineux,Provincial land,Terres provinciales,31487830,a,31487830,a
1994,1994,QC,Quebec,Québec,Softwoods,Résineux,Private land,Terres privées,5079124,a,5079124,a
1994,1994,QC,Quebec,Québec,Hardwoods,Feuillus,Provincial land,Terres provinciales,11777984,a,11777984,a
1994,1994,QC,Quebec,Québec,Hardwoods,Feuillus,Private land,Terres privées,7613349,a,7613349,a
1994,1994,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,MB,Manitoba,Manitoba,Softwoods,Résineux,Provincial land,Terres provinciales,4690820,a,4690820,a
1994,1994,MB,Manitoba,Manitoba,Softwoods,Résineux,Private land,Terres privées,56110,a,56110,a
1994,1994,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Provincial land,Terres provinciales,2340470,a,2340470,a
1994,1994,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Private land,Terres privées,675180,a,675180,a
1994,1994,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,YT,Yukon,Yukon,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
1994,1994,YT,Yukon,Yukon,Softwoods,Résineux,Private land,Terres privées,,u,,u
1994,1994,YT,Yukon,Yukon,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1994,1994,YT,Yukon,Yukon,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1994,1994,YT,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,YT,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Provincial land,Terres provinciales,3864000,r,3864000,r
1994,1994,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Private land,Terres privées,80000,e,80000,e
1994,1994,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Provincial land,Terres provinciales,3244000,r,3244000,r
1994,1994,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Private land,Terres privées,200000,e,200000,e
1994,1994,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
1994,1994,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,0,e,0,e
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Provincial land,Terres provinciales,,n,,n
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Private land,Terres privées,,n,,n
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Provincial land,Terres provinciales,,n,,n
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Private land,Terres privées,,n,,n
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,GC,Canada,Canada,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,GC,Canada,Canada,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,GC,Canada,Canada,Unspecified,Indéterminée,Federal land,Terres fédérales,3813180,E,3813180,E
1994,1994,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,MB,Manitoba,Manitoba,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,95400,E,95400,E
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,163000,E,163000,E
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,6880,E,6880,E
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,25000,E,25000,E
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,1500,E,1500,E
1994,1994,NU,Nunavut,Nunavut,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,NU,Nunavut,Nunavut,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,1100,E,1100,E
1994,1994,QC,Quebec,Québec,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,QC,Quebec,Québec,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,486000,E,486000,E
1994,1994,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,461600,E,461600,E
1994,1994,YT,Yukon,Yukon,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,YT,Yukon,Yukon,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,YT,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,YT,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,8700,E,8700,E
1994,1994,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land regulated,Terres privées,2572567,a,2572567,a
1994,1994,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land regulated,Terres privées,12716,a,12716,a
1994,1994,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land regulated,Terres privées,,u,,u
1994,1994,AB,Alberta,Alberta,Softwoods,Résineux,Provincial land,Terres provinciales,12804005,a,12804005,a
1994,1994,AB,Alberta,Alberta,Hardwoods,Feuillus,Provincial land,Terres provinciales,9271429,a,9271429,a
1994,1994,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Provincial land,Terres provinciales,66232323,a,66232323,a
1994,1994,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Provincial land,Terres provinciales,3058041,a,3058041,a
1994,1994,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1994,1994,AB,Alberta,Alberta,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,AB,Alberta,Alberta,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,948000,E,948000,E
1994,1994,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,541000,E,541000,E
1994,1994,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1994,1994,ON,Ontario,Ontario,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1994,1994,ON,Ontario,Ontario,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1994,1994,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1994,1994,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,1075000,E,1075000,E
1994,1994,ON,Ontario,Ontario,Hardwoods,Feuillus,Private land,Terres privées,569000,E,569000,E
1994,1994,ON,Ontario,Ontario,Softwoods,Résineux,Private land,Terres privées,2920400,E,2920400,E
1994,1994,ON,Ontario,Ontario,Softwoods,Résineux,Provincial land,Terres provinciales,25002000,E,25002000,E
1994,1994,ON,Ontario,Ontario,Hardwoods,Feuillus,Provincial land,Terres provinciales,14751000,E,14751000,E
1995,1995,AB,Alberta,Alberta,Hardwoods,Feuillus,Private land,Terres privées,972822,E,972822,E
1995,1995,AB,Alberta,Alberta,Softwoods,Résineux,Private land,Terres privées,1247871,E,1247871,E
1995,1995,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land,Terres privées,765580,E,765580,E
1995,1995,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land,Terres privées,6928774,E,6928774,E
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Provincial land,Terres provinciales,30000,a,30000,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Private land,Terres privées,270000,a,270000,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Provincial land,Terres provinciales,12900,a,12900,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Private land,Terres privées,177100,a,177100,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Provincial land,Terres provinciales,850000,a,850000,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Private land,Terres privées,2900000,a,2900000,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Provincial land,Terres provinciales,500000,a,500000,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Private land,Terres privées,1000000,a,1000000,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Provincial land,Terres provinciales,1145000,a,1145000,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Private land,Terres privées,1835000,a,1835000,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Provincial land,Terres provinciales,3383330,a,3383330,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Private land,Terres privées,3459976,a,3459976,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Provincial land,Terres provinciales,1672526,a,1672526,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Private land,Terres privées,2488064,a,2488064,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,QC,Quebec,Québec,Softwoods,Résineux,Provincial land,Terres provinciales,31821600,a,31821600,a
1995,1995,QC,Quebec,Québec,Softwoods,Résineux,Private land,Terres privées,5188700,a,5188700,a
1995,1995,QC,Quebec,Québec,Hardwoods,Feuillus,Provincial land,Terres provinciales,12627000,a,12627000,a
1995,1995,QC,Quebec,Québec,Hardwoods,Feuillus,Private land,Terres privées,7676500,a,7676500,a
1995,1995,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,MB,Manitoba,Manitoba,Softwoods,Résineux,Provincial land,Terres provinciales,5639060,a,5639060,a
1995,1995,MB,Manitoba,Manitoba,Softwoods,Résineux,Private land,Terres privées,56160,a,56160,a
1995,1995,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Provincial land,Terres provinciales,3260580,a,3260580,a
1995,1995,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Private land,Terres privées,675490,a,675490,a
1995,1995,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,YT,Yukon,Yukon,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
1995,1995,YT,Yukon,Yukon,Softwoods,Résineux,Private land,Terres privées,,u,,u
1995,1995,YT,Yukon,Yukon,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1995,1995,YT,Yukon,Yukon,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1995,1995,YT,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,YT,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Provincial land,Terres provinciales,3864000,r,3864000,r
1995,1995,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Private land,Terres privées,80000,e,80000,e
1995,1995,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Provincial land,Terres provinciales,3244000,r,3244000,r
1995,1995,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Private land,Terres privées,200000,e,200000,e
1995,1995,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
1995,1995,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,0,e,0,e
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Provincial land,Terres provinciales,,n,,n
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Private land,Terres privées,,n,,n
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Provincial land,Terres provinciales,,n,,n
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Private land,Terres privées,,n,,n
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,GC,Canada,Canada,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,GC,Canada,Canada,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,GC,Canada,Canada,Unspecified,Indéterminée,Federal land,Terres fédérales,3813180,E,3813180,E
1995,1995,MB,Manitoba,Manitoba,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,MB,Manitoba,Manitoba,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,95400,E,95400,E
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,163000,E,163000,E
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,6880,E,6880,E
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,25000,E,25000,E
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,1500,E,1500,E
1995,1995,NU,Nunavut,Nunavut,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,NU,Nunavut,Nunavut,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,1100,E,1100,E
1995,1995,QC,Quebec,Québec,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,QC,Quebec,Québec,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,486000,E,486000,E
1995,1995,SK,Saskatchewan,Saskatchewan,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,SK,Saskatchewan,Saskatchewan,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,461600,E,461600,E
1995,1995,YT,Yukon,Yukon,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,YT,Yukon,Yukon,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,YT,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,YT,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,8700,E,8700,E
1995,1995,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Private land regulated,Terres privées,2575583,a,2575583,a
1995,1995,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Private land regulated,Terres privées,7780,a,7780,a
1995,1995,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land regulated,Terres privées,,u,,u
1995,1995,AB,Alberta,Alberta,Softwoods,Résineux,Provincial land,Terres provinciales,12804005,a,12804005,a
1995,1995,AB,Alberta,Alberta,Hardwoods,Feuillus,Provincial land,Terres provinciales,9271429,a,9271429,a
1995,1995,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Provincial land,Terres provinciales,65492757,a,65492757,a
1995,1995,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Provincial land,Terres provinciales,2942300,a,2942300,a
1995,1995,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1995,1995,AB,Alberta,Alberta,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,AB,Alberta,Alberta,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,948000,E,948000,E
1995,1995,BC,British Columbia,Colombie-Britannique,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,BC,British Columbia,Colombie-Britannique,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,541000,E,541000,E
1995,1995,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,ON,Ontario,Ontario,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1995,1995,ON,Ontario,Ontario,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1995,1995,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1995,1995,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,1075000,E,1075000,E
1995,1995,ON,Ontario,Ontario,Hardwoods,Feuillus,Private land,Terres privées,538627,E,538627,E
1995,1995,ON,Ontario,Ontario,Softwoods,Résineux,Private land,Terres privées,2785595,E,2785595,E
1995,1995,ON,Ontario,Ontario,Softwoods,Résineux,Provincial land,Terres provinciales,21224000,E,21224000,E
1995,1995,ON,Ontario,Ontario,Hardwoods,Feuillus,Provincial land,Terres provinciales,11517000,E,11517000,E
